7,0,63
6,0,62
4,0,62
6,0,63
5,0,62
7,0,62
7,1,62
6,0,62
5,-1,62
6,-1,62
7,-1,62
6,-1,62
6,0,64
6,0,62
7,0,62
6,-1,63
6,-2,63
6,-2,62
6,-2,62
5,-1,62
5,-1,62
6,-1,62
6,-2,62
6,-3,61
7,-4,63
5,-4,63
0,-4,63
3,-5,64
2,-7,64
7,-8,69
1,-7,71
10,-10,69
11,-5,72
7,-9,69
18,5,60
12,4,40
8,2,40
25,2,53
21,2,63
13,-2,61
20,3,68
18,7,74
15,6,58
17,7,57
20,8,61
14,5,58
15,6,57
17,8,64
16,6,54
21,7,53
21,6,55
17,4,55
16,5,55
17,6,57
17,6,60
17,7,62
17,8,61
18,7,60
17,7,60
14,5,59
17,6,61
17,8,62
21,9,64
14,5,60
14,6,59
12,6,58
15,8,62
13,6,63
8,3,63
2,0,57
10,1,56
6,-3,62
10,-1,62
15,1,65
12,0,65
12,0,65
11,1,61
9,2,62
11,3,61
16,2,60
15,3,60
16,2,64
10,1,59
12,2,61
13,2,61
14,1,60
13,1,61
14,2,62
15,2,62
14,0,60
14,1,59
14,2,61
14,2,63
14,2,60
14,2,60
15,2,62
14,2,62
16,1,63
16,1,61
18,1,62
13,1,58
16,2,60
18,2,60
16,2,59
17,2,59
18,2,60
18,2,60
18,2,61
17,1,59
18,1,60
18,1,60
17,1,61
17,1,61
18,1,60
17,1,60
17,1,60
17,1,60
17,1,60
17,1,60
17,1,59
17,2,61
18,1,60
17,2,60
16,1,60
17,1,59
17,1,60
17,1,61
18,0,60
19,-1,60
19,-1,61
26,1,62
44,0,66
27,-7,42
49,-9,18
59,-8,6
67,-13,10
68,-8,8
70,-1,18
47,9,36
46,11,40
39,19,51
30,13,52
35,8,55
35,3,48
41,4,49
36,3,48
36,7,52
37,7,49
47,10,57
43,17,58
34,11,55
25,4,54
25,0,49
46,3,53
55,4,52
54,5,44
49,5,42
48,8,44
55,14,45
52,17,39
50,21,40
62,32,44
38,34,26
42,37,25
51,46,29
44,43,23
23,22,2
62,19,15
69,28,29
47,9,23
41,12,16
49,20,25
44,19,16
59,30,7
61,47,-1
44,51,-4
38,50,-4
30,52,-4
38,58,-3
31,64,-1
21,68,2
41,85,13
24,73,28
38,61,3
52,78,-7
24,48,-1
46,39,-17
98,54,5
-1,20,-5
4,19,-8
36,40,3
33,48,8
1,44,5
-8,51,11
46,63,14
58,67,5
60,70,-3
38,74,8
16,77,9
50,79,-4
75,75,-1
48,41,-27
25,17,-37
119,45,13
27,-40,-54
119,2,-25
40,-19,-13
15,5,-1
34,38,-1
64,72,35
91,54,42
61,34,10
15,21,-1
1,14,9
41,34,11
74,41,10
47,33,10
60,69,37
37,57,44
32,22,18
38,36,18
16,36,18
45,47,41
94,40,25
71,24,8
33,23,15
7,41,43
19,59,46
0,69,53
1,59,52
18,59,63
11,42,43
29,38,27
43,39,21
24,44,30
-7,47,41
7,47,47
-6,45,39
18,46,30
16,46,38
10,43,41
7,43,40
7,44,35
10,54,29
1,49,4
20,58,13
39,70,19
49,61,24
43,52,24
25,48,28
23,49,27
19,49,19
33,49,16
35,50,17
28,50,20
22,49,20
23,55,23
23,52,19
21,51,16
39,56,20
24,56,29
25,59,22
47,60,27
43,57,28
41,48,22
25,45,27
14,42,21
12,48,17
28,58,25
25,56,20
36,50,20
5,34,5
-1,57,14
-13,77,6
-12,78,6
25,85,7
11,64,-5
23,65,-10
42,66,-8
42,65,-16
52,62,-18
59,59,-15
58,57,-15
75,46,-6
74,35,8
69,29,13
54,18,11
57,21,4
65,33,16
23,34,-2
26,29,-3
7,45,6
26,59,-11
35,62,-4
31,65,-4
16,67,-9
41,75,-20
38,68,-8
37,61,-8
33,53,-14
26,42,-16
32,38,-20
53,46,-14
55,45,-2
31,28,6
35,30,19
51,43,15
76,71,-2
83,88,-12
77,92,-9
30,82,4
24,82,5
29,63,7
40,53,12
35,49,10
23,41,3
23,38,4
26,38,11
20,28,15
29,34,25
24,38,33
13,40,37
7,44,33
9,54,20
20,71,26
20,82,22
30,81,13
40,74,6
42,68,17
39,62,13
41,39,13
27,16,30
48,9,37
56,-3,38
49,13,31
47,23,35
45,54,29
42,69,22
42,66,25
34,53,29
27,43,28
29,36,30
36,36,32
34,34,28
30,41,28
35,49,31
34,49,29
32,47,33
27,45,32
27,45,34
20,45,34
11,42,35
19,48,40
18,46,42
17,45,43
19,44,42
19,44,41
19,43,41
18,44,41
21,46,41
22,46,40
20,44,39
21,44,40
19,43,40
21,44,41
23,45,44
23,45,46
23,45,46
26,46,48
29,47,51
46,48,50
38,55,61
30,55,58
5,46,50
-10,41,55
-15,34,51
-12,27,45
-12,25,46
-13,17,49
-9,15,49
-5,15,51
-5,13,58
-6,9,57
-5,8,56
-4,6,60
-5,5,60
-7,6,58
-5,6,61
-6,5,63
-7,3,61
-7,4,61
-7,3,61
-10,3,59
-10,3,60
-9,3,62
-9,3,62
-9,3,62
-9,4,64
-10,4,64
-10,4,64
-11,4,67
-10,4,67
-11,4,66
-13,5,63
-12,5,63
-13,4,60
-13,4,62
-12,3,65
-14,3,51
-21,3,49
-10,7,52
-15,4,55
-16,4,57
-16,1,60
-12,-3,58
-15,-5,60
-15,-10,58
-14,-12,54
-13,-11,48
-12,-9,56
-10,-8,61
-9,-8,67
-13,-5,64
-15,-2,63
-8,-4,65
-9,-3,66
-15,-2,61
-10,-2,63
-10,-3,64
-14,1,64
-10,3,66
-10,5,66
-11,6,65
-8,9,62
7,16,65
9,11,64
10,10,62
1,12,58
-3,14,55
2,16,52
9,15,52
13,10,55
13,15,64
10,20,57
10,22,56
23,15,60
21,16,62
11,13,56
17,15,55
22,18,59
18,15,60
19,15,59
20,14,59
21,13,58
19,13,57
18,17,56
24,17,52
25,18,48
26,17,42
33,16,41
39,15,41
58,11,37
65,12,32
72,11,23
85,11,18
87,17,17
81,16,11
69,13,11
69,12,11
60,11,8
61,11,3
62,9,4
62,3,1
56,2,-1
55,-2,-10
51,-1,-9
54,-3,-15
65,-5,-11
51,-8,-14
42,-5,-24
56,-7,-31
61,-13,-29
54,-17,-28
56,-17,-27
60,-16,-24
56,-17,-19
59,-18,-20
64,-19,-18
56,-22,-17
55,-22,-14
59,-20,-9
59,-17,-6
55,-18,-9
64,-18,-8
64,-17,-13
63,-17,-13
53,-25,-13
48,-13,-16
70,-17,-9
60,-19,-15
56,-20,-18
57,-20,-14
59,-20,-11
60,-20,-10
56,-21,-11
57,-21,-11
61,-20,-10
62,-20,-10
59,-20,-11
59,-20,-10
59,-20,-10
60,-20,-10
58,-20,-11
59,-20,-11
59,-21,-10
59,-21,-9
60,-21,-8
60,-21,-9
60,-20,-8
62,-19,-7
62,-17,-7
62,-16,-6
63,-12,-6
66,-11,-4
65,-8,-4
65,-6,-2
64,-6,-1
64,-5,-2
64,-8,-7
64,-11,-8
66,-12,-12
65,-12,-17
61,-18,-17
52,-23,-22
54,-24,-21
56,-24,-22
52,-23,-23
52,-24,-21
52,-26,-22
55,-27,-21
53,-28,-21
51,-30,-20
49,-30,-22
56,-28,-24
61,-26,-23
51,-27,-27
49,-30,-25
51,-31,-24
57,-31,-23
54,-31,-23
52,-30,-23
50,-30,-23
53,-27,-22
55,-25,-23
54,-26,-23
53,-26,-21
55,-29,-24
57,-25,-24
56,-23,-24
61,-18,-26
65,-18,-26
67,-13,-20
60,-9,-16
57,-11,-16
63,-16,-11
62,-19,-11
61,-19,-13
56,-19,-15
56,-19,-14
59,-18,-11
55,-18,-7
53,-20,-8
55,-21,-9
52,-24,-10
51,-23,-9
48,-24,-11
50,-24,-12
55,-24,-15
57,-23,-20
60,-22,-21
59,-21,-22
54,-23,-24
51,-23,-25
50,-22,-29
50,-23,-30
52,-24,-30
48,-25,-31
50,-25,-33
50,-25,-33
46,-26,-38
42,-26,-38
42,-25,-36
48,-25,-39
49,-25,-38
47,-26,-38
46,-24,-37
47,-23,-39
48,-22,-39
47,-24,-38
49,-23,-40
49,-24,-41
48,-22,-40
53,-22,-47
56,-21,-50
52,-17,-52
51,-15,-52
48,-10,-50
46,-9,-44
44,-10,-43
39,-13,-43
35,-15,-46
36,-16,-49
40,-14,-51
39,-13,-47
38,-14,-44
41,-14,-45
43,-14,-45
46,-11,-42
44,-11,-47
44,-9,-48
45,-7,-46
44,-7,-46
43,-10,-47
41,-12,-46
37,-11,-46
47,-14,-51
48,-14,-55
47,-13,-51
46,-15,-50
47,-14,-50
52,-15,-52
55,-13,-51
55,-11,-50
54,-4,-52
50,0,-46
45,3,-43
38,6,-44
42,5,-42
35,4,-35
34,-2,-33
36,-5,-36
37,-11,-39
38,-13,-41
39,-16,-43
35,-22,-45
35,-26,-48
41,-33,-47
43,-40,-52
44,-39,-56
45,-35,-60
42,-32,-63
36,-30,-54
43,-22,-54
42,-20,-62
38,-12,-63
35,-6,-60
34,-5,-62
37,-7,-55
36,-9,-49
37,-10,-45
40,-10,-42
42,-10,-41
40,-13,-39
37,-16,-41
38,-16,-41
37,-19,-39
35,-20,-39
35,-23,-39
37,-25,-43
36,-25,-45
34,-25,-48
38,-27,-47
38,-27,-47
43,-24,-56
44,-17,-50
44,-15,-51
55,-6,-66
51,-3,-61
44,-2,-51
52,-4,-49
49,-7,-46
41,-10,-43
39,-11,-42
37,-11,-41
34,-12,-40
31,-13,-40
33,-14,-41
37,-13,-42
43,-11,-48
52,-17,-67
48,-12,-70
44,-8,-65
40,-5,-50
36,-4,-43
33,-4,-45
35,-7,-55
41,-8,-63
43,-8,-50
41,-12,-43
41,-18,-49
46,-21,-56
40,-20,-53
37,-21,-43
36,-22,-44
36,-24,-44
37,-24,-45
38,-24,-47
40,-22,-46
46,-20,-45
50,-19,-45
57,-18,-43
58,-17,-42
54,-18,-43
57,-17,-48
55,-17,-51
49,-12,-50
44,-10,-40
40,-12,-36
35,-17,-42
34,-18,-47
39,-18,-55
39,-13,-56
33,-11,-55
28,-11,-52
33,-12,-48
34,-13,-45
32,-16,-49
31,-17,-52
33,-18,-52
34,-21,-50
33,-23,-50
35,-27,-49
35,-27,-46
34,-28,-45
34,-28,-48
36,-26,-49
39,-25,-47
36,-27,-48
39,-27,-52
46,-27,-53
48,-25,-51
48,-23,-49
49,-19,-38
49,-18,-35
48,-16,-38
49,-15,-41
48,-14,-41
45,-13,-39
45,-13,-40
45,-13,-40
46,-13,-40
46,-15,-40
45,-18,-42
46,-19,-45
46,-18,-45
46,-15,-44
46,-14,-41
48,-12,-40
48,-12,-40
46,-12,-38
47,-10,-36
48,-8,-36
49,-7,-35
49,-6,-39
50,-6,-39
53,-5,-34
55,-4,-34
55,-3,-35
56,-3,-31
53,-2,-28
56,0,-28
62,4,-28
62,5,-27
60,5,-29
61,7,-31
62,7,-31
61,6,-30
55,4,-32
53,3,-34
55,0,-34
56,-1,-32
57,-2,-31
55,-3,-33
54,-3,-32
54,-3,-32
52,-4,-33
51,-4,-33
48,-3,-34
47,-3,-35
45,-6,-38
47,-6,-36
47,-7,-37
45,-9,-38
43,-12,-41
43,-14,-42
42,-17,-43
43,-18,-42
41,-18,-44
43,-17,-51
45,-17,-54
44,-14,-56
42,-12,-55
42,-12,-54
40,-14,-49
40,-16,-48
40,-17,-49
39,-18,-51
38,-18,-51
39,-18,-53
40,-17,-54
38,-17,-52
36,-16,-50
35,-16,-50
36,-16,-48
37,-15,-50
38,-15,-51
41,-13,-51
43,-12,-50
44,-11,-49
41,-11,-45
40,-11,-43
40,-12,-43
42,-10,-49
42,-8,-51
42,-5,-50
42,-5,-47
46,-6,-44
46,-5,-44
46,-4,-44
48,-4,-43
48,-4,-41
48,-4,-40
48,-6,-40
48,-6,-40
49,-4,-39
52,-2,-39
50,-2,-40
49,-6,-41
53,-8,-41
52,-8,-41
49,-11,-43
52,-13,-44
56,-15,-42
55,-16,-46
49,-16,-48
46,-17,-50
45,-15,-50
44,-13,-52
38,-11,-55
37,-11,-58
36,-9,-59
37,-9,-56
38,-8,-52
32,-9,-44
32,-12,-38
33,-14,-37
37,-18,-38
38,-18,-37
39,-23,-40
39,-25,-40
41,-26,-40
42,-27,-43
45,-27,-46
47,-27,-49
50,-22,-49
51,-20,-51
54,-15,-51
48,-12,-35
44,-13,-37
58,-2,-50
64,2,-48
51,-2,-31
48,-6,-30
48,-7,-29
44,-11,-27
42,-13,-29
42,-14,-31
44,-17,-32
47,-18,-34
49,-20,-33
51,-22,-34
54,-24,-37
63,-21,-44
59,-14,-39
57,-18,-42
55,-18,-57
54,-11,-56
50,-6,-50
44,-6,-61
44,-6,-63
45,-6,-56
41,-7,-46
41,-8,-42
40,-10,-37
40,-12,-36
41,-13,-34
39,-13,-32
38,-14,-32
41,-18,-35
46,-20,-34
47,-21,-35
47,-22,-42
47,-24,-47
53,-24,-45
52,-22,-47
54,-17,-53
53,-11,-44
46,-13,-40
47,-11,-46
48,-9,-45
45,-11,-41
40,-13,-37
41,-13,-34
39,-14,-33
32,-17,-36
35,-20,-34
36,-20,-35
40,-22,-37
43,-22,-36
47,-24,-35
48,-29,-43
51,-29,-49
51,-24,-57
47,-22,-55
53,-27,-57
54,-21,-46
48,-21,-44
43,-22,-53
44,-18,-49
43,-16,-46
37,-16,-48
32,-15,-47
35,-15,-40
36,-15,-31
36,-15,-32
33,-14,-34
31,-14,-35
34,-15,-35
44,-20,-36
51,-21,-41
73,-20,-45
79,-17,-46
74,-14,-51
61,-3,-45
51,-5,-36
53,-4,-41
59,2,-47
53,4,-44
48,2,-25
45,-2,-18
41,-4,-16
38,-10,-18
43,-15,-21
46,-18,-23
51,-19,-26
51,-19,-27
51,-23,-28
58,-28,-38
64,-27,-42
63,-19,-46
60,-25,-53
61,-20,-51
50,-19,-48
49,-17,-52
55,-9,-61
50,-3,-59
45,-3,-53
36,-7,-45
34,-11,-37
34,-12,-32
34,-14,-31
36,-16,-32
38,-17,-33
40,-18,-32
42,-19,-33
46,-23,-39
54,-23,-46
59,-22,-46
62,-22,-40
59,-24,-39
57,-17,-43
49,-14,-25
48,-19,-27
51,-16,-43
53,-13,-45
50,-11,-37
44,-10,-33
41,-10,-30
36,-15,-29
33,-17,-28
34,-17,-30
37,-19,-29
40,-19,-28
44,-22,-32
43,-26,-37
42,-28,-39
54,-27,-52
57,-23,-60
50,-26,-59
54,-27,-63
52,-24,-64
49,-17,-64
46,-13,-64
43,-11,-62
39,-12,-53
36,-13,-45
36,-13,-41
32,-14,-35
30,-14,-34
29,-14,-32
34,-15,-33
38,-15,-34
41,-17,-35
48,-21,-43
53,-21,-48
59,-19,-51
57,-17,-48
60,-14,-51
58,-4,-40
52,-7,-35
56,-8,-50
57,0,-49
50,-1,-39
46,-2,-32
46,-4,-31
37,-11,-26
36,-14,-28
37,-16,-28
42,-17,-29
48,-17,-32
51,-18,-32
48,-20,-30
47,-23,-34
58,-26,-43
58,-21,-43
55,-24,-41
55,-31,-52
55,-28,-52
51,-21,-49
52,-17,-55
50,-16,-58
45,-12,-53
42,-11,-41
40,-11,-39
37,-12,-33
36,-12,-32
36,-13,-32
38,-14,-32
40,-15,-31
43,-18,-31
44,-19,-32
47,-21,-35
53,-23,-40
55,-22,-40
58,-21,-39
67,-17,-51
69,-11,-48
54,-10,-37
63,-9,-47
59,-8,-44
52,-9,-36
51,-10,-34
41,-12,-24
37,-15,-23
36,-17,-24
38,-20,-26
39,-21,-27
42,-21,-28
47,-23,-29
49,-24,-27
51,-29,-32
57,-31,-41
60,-28,-48
63,-27,-57
59,-22,-53
59,-21,-51
55,-20,-56
51,-19,-55
44,-16,-50
40,-15,-43
39,-16,-41
37,-14,-34
35,-14,-30
36,-15,-31
36,-16,-32
38,-17,-32
40,-19,-29
44,-21,-31
45,-23,-33
52,-26,-39
57,-26,-40
56,-24,-38
61,-25,-45
65,-20,-50
57,-15,-38
57,-14,-42
58,-14,-45
52,-14,-38
48,-13,-35
42,-14,-29
39,-17,-26
38,-18,-25
39,-22,-26
41,-22,-27
42,-22,-28
46,-25,-27
48,-26,-27
50,-29,-28
54,-31,-33
58,-30,-37
56,-28,-40
56,-37,-44
57,-36,-46
62,-30,-44
57,-27,-45
53,-24,-50
49,-20,-48
45,-20,-42
39,-20,-33
36,-19,-30
36,-20,-26
37,-19,-24
39,-20,-27
40,-21,-26
42,-23,-26
43,-25,-27
47,-27,-28
53,-28,-33
57,-29,-36
58,-28,-38
63,-28,-37
64,-21,-36
53,-12,-29
50,-12,-29
50,-7,-36
48,-2,-36
47,-2,-32
44,-2,-28
44,-3,-27
45,-7,-25
46,-10,-26
47,-9,-26
56,-9,-26
57,-9,-27
57,-10,-28
55,-10,-28
67,-9,-29
71,-7,-45
69,-3,-48
65,-7,-49
73,-8,-52
62,-7,-53
55,-7,-47
59,-4,-49
61,-2,-51
54,1,-49
48,0,-42
46,-2,-38
41,-4,-32
39,-5,-30
37,-5,-26
40,-8,-30
43,-8,-30
47,-8,-29
50,-9,-32
54,-9,-34
57,-9,-41
57,-10,-40
60,-10,-42
62,-10,-43
59,-8,-36
57,-10,-34
58,-7,-38
55,-7,-37
52,-9,-33
52,-9,-31
47,-12,-26
46,-14,-25
46,-16,-24
43,-18,-23
43,-20,-25
45,-21,-26
47,-22,-27
46,-25,-28
51,-30,-33
60,-27,-42
60,-23,-43
59,-30,-46
61,-23,-46
55,-24,-43
57,-20,-52
63,-15,-55
55,-9,-47
44,-9,-40
42,-10,-38
41,-13,-33
39,-14,-30
36,-13,-27
37,-14,-28
40,-14,-29
41,-16,-28
45,-19,-31
49,-20,-33
54,-20,-37
57,-20,-38
61,-21,-35
66,-14,-44
65,-9,-38
54,-14,-32
64,-9,-43
61,-10,-39
50,-12,-31
52,-12,-31
50,-13,-28
39,-16,-24
38,-16,-23
39,-17,-23
40,-18,-25
42,-19,-27
46,-20,-31
48,-21,-31
54,-25,-35
63,-22,-45
60,-18,-47
58,-25,-50
62,-23,-53
60,-20,-48
52,-20,-48
54,-17,-51
57,-11,-56
49,-8,-46
42,-8,-42
35,-9,-36
35,-10,-33
34,-12,-33
33,-14,-35
34,-14,-36
35,-16,-38
38,-18,-38
39,-20,-39
46,-21,-45
58,-15,-51
59,-15,-47
60,-13,-46
62,-10,-49
57,-7,-35
51,-9,-47
55,-5,-52
51,-5,-44
43,-9,-35
41,-9,-34
41,-11,-34
40,-13,-32
33,-17,-28
37,-17,-33
42,-18,-36
48,-19,-36
48,-21,-35
47,-25,-39
55,-25,-50
55,-22,-55
49,-22,-52
54,-25,-58
55,-22,-58
47,-19,-50
42,-19,-53
44,-17,-56
41,-16,-49
38,-15,-45
36,-15,-41
35,-16,-36
35,-16,-34
33,-16,-34
34,-18,-35
37,-21,-37
40,-24,-38
41,-26,-38
45,-26,-45
47,-25,-51
48,-26,-50
55,-25,-52
57,-21,-53
50,-18,-42
45,-18,-45
46,-17,-50
44,-14,-46
38,-15,-38
38,-15,-38
41,-15,-35
40,-17,-32
36,-19,-32
39,-18,-33
41,-18,-33
43,-20,-33
43,-25,-34
44,-29,-36
50,-30,-44
50,-28,-46
49,-32,-48
55,-31,-57
54,-28,-54
43,-28,-50
40,-26,-55
40,-25,-54
36,-23,-49
34,-22,-47
34,-20,-42
33,-19,-36
33,-19,-36
34,-20,-36
34,-21,-37
36,-24,-38
41,-28,-37
42,-31,-38
44,-30,-45
48,-28,-46
50,-28,-44
55,-27,-48
57,-26,-49
52,-22,-39
47,-21,-43
49,-19,-47
47,-18,-43
44,-18,-37
44,-18,-36
40,-19,-31
39,-20,-29
36,-21,-30
39,-22,-31
41,-21,-30
45,-22,-30
50,-24,-35
48,-25,-34
48,-28,-33
51,-27,-35
50,-25,-40
49,-28,-39
53,-28,-43
53,-30,-47
50,-26,-49
46,-25,-51
46,-22,-58
46,-20,-57
40,-17,-51
37,-17,-44
37,-18,-43
36,-18,-41
35,-18,-41
36,-18,-41
38,-20,-42
40,-21,-42
43,-22,-43
42,-25,-41
43,-27,-41
49,-30,-42
50,-31,-41
48,-32,-42
50,-31,-50
54,-31,-53
55,-28,-52
56,-21,-55
56,-19,-55
52,-15,-45
50,-12,-41
46,-12,-40
47,-12,-40
45,-12,-37
39,-15,-27
38,-17,-26
37,-18,-26
35,-18,-27
36,-18,-28
40,-20,-31
46,-24,-34
47,-26,-36
52,-29,-41
56,-31,-42
55,-32,-44
53,-32,-55
53,-30,-60
54,-24,-53
44,-21,-51
40,-21,-51
35,-20,-48
32,-20,-44
37,-18,-41
31,-15,-39
30,-15,-39
30,-15,-38
35,-15,-34
34,-16,-32
32,-17,-36
38,-16,-41
43,-16,-42
45,-17,-44
46,-17,-46
53,-18,-48
54,-20,-52
58,-16,-54
55,-9,-57
59,-6,-57
57,-4,-53
48,-2,-44
42,-1,-44
43,0,-43
37,-2,-39
35,-3,-39
37,-7,-42
31,-13,-36
31,-14,-40
38,-18,-43
36,-19,-43
38,-18,-48
53,-18,-53
43,-21,-57
58,-16,-51
48,-17,-56
47,-19,-53
56,-22,-55
56,-22,-70
47,-16,-58
54,-20,-43
48,-20,-39
39,-20,-34
34,-19,-34
43,-18,-35
47,-16,-32
43,-19,-27
35,-19,-25
39,-21,-23
42,-23,-19
48,-24,-20
46,-24,-22
50,-23,-23
59,-23,-24
59,-24,-23
58,-25,-28
69,-19,-30
72,-18,-33
67,-20,-33
69,-19,-28
66,-14,-17
62,-14,-23
60,-12,-23
59,-12,-19
54,-13,-17
51,-14,-14
48,-14,-12
50,-15,-13
50,-17,-13
48,-19,-16
51,-21,-15
63,-27,-13
65,-33,-7
63,-38,-4
67,-42,-4
70,-40,-9
65,-35,-18
